GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022300973,214,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,41,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,240,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,169,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,276,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,8,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,279,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,-5,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,302,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,13,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,393,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,11,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,10,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,404,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,41,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,40,63,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-150,237,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,440,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,17,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-191,181,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,449,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,4,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,592,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,3,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,5,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300973,620,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,30,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,7,1,1,20240316,LAL,GSW
Shot Chart Detail,0022300988,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-1,281,1,1,20240318,GSW,NYK
Shot Chart Detail,0022300988,264,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,32,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,6,1,1,20240318,GSW,NYK
Shot Chart Detail,0022300988,284,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,57,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,227,70,1,1,20240318,GSW,NYK
Shot Chart Detail,0022300988,290,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,35,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,44,1,1,20240318,GSW,NYK
Shot Chart Detail,0022300988,310,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,49,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,23,117,1,1,20240318,GSW,NYK
Shot Chart Detail,0022300988,323,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,41,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,137,257,1,1,20240318,GSW,NYK
Shot Chart Detail,0022300988,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,1,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,16,1,1,20240318,GSW,NYK
Shot Chart Detail,0022300988,622,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,13,264,1,1,20240318,GSW,NYK
Shot Chart Detail,0022301001,34,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,9,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-140,214,1,1,20240320,GSW,MEM
Shot Chart Detail,0022301001,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,7,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,14,1,1,20240320,GSW,MEM
Shot Chart Detail,0022301001,93,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,3,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,15,79,1,1,20240320,GSW,MEM
Shot Chart Detail,0022301001,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,29,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,212,1,1,20240320,GSW,MEM
Shot Chart Detail,0022301001,366,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,22,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,16,1,1,20240320,GSW,MEM
Shot Chart Detail,0022301016,23,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,56,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-39,21,1,1,20240322,GSW,IND
Shot Chart Detail,0022301016,49,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,46,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,19,1,1,20240322,GSW,IND
Shot Chart Detail,0022301016,67,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,21,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,21,1,1,20240322,GSW,IND
Shot Chart Detail,0022301016,75,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,34,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,17,1,1,20240322,GSW,IND
Shot Chart Detail,0022301016,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,175,266,1,1,20240322,GSW,IND
Shot Chart Detail,0022301016,312,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,46,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-38,11,1,1,20240322,GSW,IND
Shot Chart Detail,0022301016,349,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,174,174,1,1,20240322,GSW,IND
Shot Chart Detail,0022301016,429,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,38,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,21,1,1,20240322,GSW,IND
Shot Chart Detail,0022301016,577,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,179,185,1,1,20240322,GSW,IND
Shot Chart Detail,0022301031,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,145,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301031,234,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-25,263,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301031,269,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,49,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-5,215,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301031,279,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,49,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,107,148,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301031,378,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,14,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,26,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301031,392,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,50,264,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301031,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,54,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-112,239,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301031,610,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,94,249,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301031,655,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,14,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,20,1,1,20240324,MIN,GSW
Shot Chart Detail,0022301044,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-114,231,1,1,20240326,MIA,GSW
Shot Chart Detail,0022301044,62,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,125,0,1,1,20240326,MIA,GSW
Shot Chart Detail,0022301044,84,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,30,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,17,1,1,20240326,MIA,GSW
Shot Chart Detail,0022301044,341,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,-6,335,1,1,20240326,MIA,GSW
Shot Chart Detail,0022301044,385,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,5,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-179,122,1,1,20240326,MIA,GSW
Shot Chart Detail,0022301044,515,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,16,1,1,20240326,MIA,GSW
Shot Chart Detail,0022301044,519,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,207,132,1,1,20240326,MIA,GSW
Shot Chart Detail,0022301049,226,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,23,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-102,72,1,1,20240327,ORL,GSW
Shot Chart Detail,0022301049,240,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,5,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,25,117,1,1,20240327,ORL,GSW
Shot Chart Detail,0022301049,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,97,243,1,1,20240327,ORL,GSW
Shot Chart Detail,0022301049,384,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,36,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,36,1,1,20240327,ORL,GSW
Shot Chart Detail,0022301049,647,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,9,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,17,1,1,20240327,ORL,GSW
Shot Chart Detail,0022301049,653,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,33,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-98,244,1,1,20240327,ORL,GSW
Shot Chart Detail,0022301062,75,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,19,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,71,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301062,97,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,11,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301062,295,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,89,254,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301062,303,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,9,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301062,318,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,189,205,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301062,352,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,34,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6,73,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301062,355,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,15,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-61,16,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301062,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301062,534,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-116,255,1,1,20240329,CHA,GSW
Shot Chart Detail,0022301085,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-167,214,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,64,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,56,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-28,132,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,228,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,199,183,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,232,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-194,53,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,291,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,28,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,16,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,378,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,184,192,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,392,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,54,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,65,256,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,15,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,167,222,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,582,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-192,192,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,593,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,47,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,24,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,619,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,57,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-26,156,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301085,622,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,16,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-113,240,1,1,20240331,SAS,GSW
Shot Chart Detail,0022301097,133,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-92,256,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301097,267,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-141,209,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301097,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-233,89,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301097,424,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,4,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,88,71,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301097,564,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,26,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301097,575,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,36,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-140,232,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301097,657,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,36,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,55,30,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301097,683,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,58,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,51,283,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301097,698,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,13,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-168,25,1,1,20240405,DAL,GSW
Shot Chart Detail,0022301113,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-217,138,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301113,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,14,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-27,46,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301113,224,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,4,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,18,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301113,229,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,15,69,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301113,285,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,58,268,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301113,348,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,16,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301113,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,11,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301113,585,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,14,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301113,600,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,30,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,6,1,1,20240404,HOU,GSW
Shot Chart Detail,0022301155,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,25,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,25,136,1,1,20240409,LAL,GSW
Shot Chart Detail,0022301155,80,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-157,216,1,1,20240409,LAL,GSW
Shot Chart Detail,0022301155,293,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-131,237,1,1,20240409,LAL,GSW
Shot Chart Detail,0022301155,308,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,4,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-138,230,1,1,20240409,LAL,GSW
Shot Chart Detail,0022301155,452,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-100,264,1,1,20240409,LAL,GSW
Shot Chart Detail,0022301155,550,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-45,244,1,1,20240409,LAL,GSW
Shot Chart Detail,0022301155,626,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,57,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,108,243,1,1,20240409,LAL,GSW
Shot Chart Detail,0022301169,48,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-16,274,1,1,20240411,POR,GSW
Shot Chart Detail,0022301169,115,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,35,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-28,44,1,1,20240411,POR,GSW
Shot Chart Detail,0022301169,121,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,38,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,48,256,1,1,20240411,POR,GSW
Shot Chart Detail,0022301169,293,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,220,1,1,20240411,POR,GSW
Shot Chart Detail,0022301169,327,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,50,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,31,126,1,1,20240411,POR,GSW
Shot Chart Detail,0022301169,527,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-141,219,1,1,20240411,POR,GSW
Shot Chart Detail,0022301169,556,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,16,174,1,1,20240411,POR,GSW
Shot Chart Detail,0022301169,583,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,174,206,1,1,20240411,POR,GSW
Shot Chart Detail,0022301182,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,7,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,222,155,1,1,20240412,GSW,NOP
Shot Chart Detail,0022301182,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,81,182,1,1,20240412,GSW,NOP
Shot Chart Detail,0022301182,246,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,89,246,1,1,20240412,GSW,NOP
Shot Chart Detail,0022301182,268,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,34,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,20,1,1,20240412,GSW,NOP
Shot Chart Detail,0022301182,297,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,38,281,1,1,20240412,GSW,NOP
